Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes,Flow Packets,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets,Bwd Packets,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Family
10.8.0.10-131.202.244.3-37846-53-17,10.8.0.10,37846,131.202.244.3,53,17,14/04/2015 03:29:54 PM,794,1,1,34,216,34,34,34,0,216,216,216,0,314861.460957179,2518.8916876574,794,0,794,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1259.4458438287,1259.4458438287,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-27405-53-17,10.8.0.10,27405,131.202.6.3,53,17,14/04/2015 03:16:21 PM,1488,1,1,34,216,34,34,34,0,216,216,216,0,168010.752688172,1344.0860215054,1488,0,1488,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,672.0430107527,672.0430107527,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-157.56.52.41-18420-40028-17,10.8.0.10,18420,157.56.52.41,40028,17,14/04/2015 03:30:00 PM,88005,1,1,34,20,34,34,34,0,20,20,20,0,613.6014999148,22.7259814783,88005,0,88005,88005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11.3629907392,11.3629907392,20,34,29.3333333333,8.0829037687,65.3333333333,0,0,0,0,0,0,0,0,1,44,34,20,0,0,0,0,0,0,0,17,0,10,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-34022-53-17,10.8.0.10,34022,131.202.244.3,53,17,14/04/2015 03:30:59 PM,735,1,1,34,216,34,34,34,0,216,216,216,0,340136.054421769,2721.0884353742,735,0,735,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1360.5442176871,1360.5442176871,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-48248-53-17,10.8.0.10,48248,131.202.244.5,53,17,14/04/2015 03:35:10 PM,850,1,1,34,216,34,34,34,0,216,216,216,0,294117.647058824,2352.9411764706,850,0,850,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1176.4705882353,1176.4705882353,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-3447-53-17,10.8.0.10,3447,131.202.244.3,53,17,14/04/2015 03:29:53 PM,831,1,1,34,216,34,34,34,0,216,216,216,0,300842.358604091,2406.7388688327,831,0,831,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1203.3694344164,1203.3694344164,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-111.221.77.169-18420-40009-17,10.8.0.10,18420,111.221.77.169,40009,17,14/04/2015 02:56:44 PM,244263,1,1,34,20,34,34,34,0,20,20,20,0,221.0731875069,8.1878958336,244263,0,244263,244263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4.0939479168,4.0939479168,20,34,29.3333333333,8.0829037687,65.3333333333,0,0,0,0,0,0,0,0,1,44,34,20,0,0,0,0,0,0,0,17,0,10,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-14482-53-17,10.8.0.10,14482,131.202.6.3,53,17,14/04/2015 03:06:23 PM,3779,1,1,34,216,34,34,34,0,216,216,216,0,66155.0674781688,529.2405398254,3779,0,3779,3779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,264.6202699127,264.6202699127,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-27650-53-17,10.8.0.10,27650,131.202.244.5,53,17,14/04/2015 03:53:59 PM,42519,1,1,34,216,34,34,34,0,216,216,216,0,5879.7243585221,47.0377948682,42519,0,42519,42519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,23.5188974341,23.5188974341,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-51909-53-17,10.8.0.10,51909,131.202.244.5,53,17,14/04/2015 03:27:47 PM,703,1,1,34,216,34,34,34,0,216,216,216,0,355618.776671408,2844.9502133713,703,0,703,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1422.4751066856,1422.4751066856,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-27650-53-17,10.8.0.10,27650,131.202.244.3,53,17,14/04/2015 03:53:59 PM,775,1,1,34,216,34,34,34,0,216,216,216,0,322580.64516129,2580.6451612903,775,0,775,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1290.3225806452,1290.3225806452,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-49316-53-17,10.8.0.10,49316,131.202.244.3,53,17,14/04/2015 02:59:37 PM,911,1,1,34,216,34,34,34,0,216,216,216,0,274423.710208562,2195.3896816685,911,0,911,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1097.6948408343,1097.6948408343,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-17366-53-17,10.8.0.10,17366,131.202.244.5,53,17,14/04/2015 03:13:47 PM,53500,1,1,42,448,42,42,42,0,448,448,448,0,9158.8785046729,37.3831775701,53500,0,53500,53500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,18.691588785,18.691588785,42,448,177.3333333333,234.404209291,54945.3333333333,0,0,0,0,0,0,0,0,1,266,42,448,0,0,0,0,0,0,0,21,0,224,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-47818-53-17,10.8.0.10,47818,131.202.244.3,53,17,14/04/2015 03:05:19 PM,822,1,1,34,216,34,34,34,0,216,216,216,0,304136.253041362,2433.0900243309,822,0,822,822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1216.5450121655,1216.5450121655,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-91.189.89.22-45332-443-6,10.8.0.10,45332,91.189.89.22,443,6,14/04/2015 03:20:32 PM,244,2,0,0,0,0,0,0,0,0,0,0,0,0,8196.7213114754,244,0,244,244,244,244,0,244,244,0,0,0,0,0,0,0,0,0,64,0,8196.7213114754,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,337,0,0,32,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-111.221.77.159-18420-40005-17,10.8.0.10,18420,111.221.77.159,40005,17,14/04/2015 03:54:01 PM,243421,1,1,43,21,43,43,43,0,21,21,21,0,262.9189757663,8.2162179927,243421,0,243421,243421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,4.1081089963,4.1081089963,21,43,35.6666666667,12.7017059222,161.3333333333,0,0,0,0,0,0,0,0,1,53.5,43,21,0,0,0,0,0,0,0,21,0,10,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-61951-53-17,10.8.0.10,61951,131.202.244.3,53,17,14/04/2015 03:56:44 PM,943,1,1,34,216,34,34,34,0,216,216,216,0,265111.346765642,2120.8907741251,943,0,943,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1060.4453870626,1060.4453870626,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-5060-53-17,10.8.0.10,5060,131.202.244.3,53,17,14/04/2015 04:00:34 PM,753,1,1,46,502,46,46,46,0,502,502,502,0,727755.644090305,2656.04249668,753,0,753,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1328.02124834,1328.02124834,46,502,198,263.2717227505,69312,0,0,0,0,0,0,0,0,1,297,46,502,0,0,0,0,0,0,0,23,0,251,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-3447-53-17,10.8.0.10,3447,131.202.244.5,53,17,14/04/2015 03:29:53 PM,863,1,1,34,216,34,34,34,0,216,216,216,0,289687.137891078,2317.4971031286,863,0,863,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1158.7485515643,1158.7485515643,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-61951-53-17,10.8.0.10,61951,131.202.244.5,53,17,14/04/2015 03:56:44 PM,861,1,1,34,216,34,34,34,0,216,216,216,0,290360.046457607,2322.8803716609,861,0,861,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1161.4401858304,1161.4401858304,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-72.21.91.29-37632-80-6,10.8.0.10,37632,72.21.91.29,80,6,14/04/2015 04:00:34 PM,43276,2,1,0,0,0,0,0,0,0,0,0,0,0,69.3224882152,21638,30539.941879447,43233,43,43276,43276,0,43276,43276,0,0,0,0,0,0,0,0,0,72,40,46.2149921435,23.1074960717,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29200,14480,0,32,0,0,0,0,1429038034382132,0,1429038034382132,1429038034382132,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-54560-53-17,10.8.0.10,54560,131.202.6.3,53,17,14/04/2015 03:04:19 PM,1610,1,1,34,216,34,34,34,0,216,216,216,0,155279.50310559,1242.2360248447,1610,0,1610,1610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,621.1180124224,621.1180124224,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-47818-53-17,10.8.0.10,47818,131.202.244.5,53,17,14/04/2015 03:05:19 PM,860,1,1,34,216,34,34,34,0,216,216,216,0,290697.674418605,2325.5813953488,860,0,860,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1162.7906976744,1162.7906976744,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-48248-53-17,10.8.0.10,48248,131.202.244.3,53,17,14/04/2015 03:35:10 PM,814,1,1,34,216,34,34,34,0,216,216,216,0,307125.307125307,2457.0024570025,814,0,814,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1228.5012285012,1228.5012285012,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-55206-53-17,10.8.0.10,55206,131.202.6.3,53,17,14/04/2015 02:57:32 PM,1518,1,1,34,216,34,34,34,0,216,216,216,0,164690.382081686,1317.5230566535,1518,0,1518,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,658.7615283267,658.7615283267,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-63298-53-17,10.8.0.10,63298,131.202.244.3,53,17,14/04/2015 04:00:34 PM,794,1,1,41,449,41,41,41,0,449,449,449,0,617128.463476071,2518.8916876574,794,0,794,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1259.4458438287,1259.4458438287,41,449,177,235.5589098294,55488,0,0,0,0,0,0,0,0,1,265.5,41,449,0,0,0,0,0,0,0,20,0,224,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-14939-53-17,10.8.0.10,14939,131.202.6.3,53,17,14/04/2015 02:56:00 PM,1558,1,1,34,216,34,34,34,0,216,216,216,0,160462.130937099,1283.6970474968,1558,0,1558,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,641.8485237484,641.8485237484,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-36852-53-17,10.8.0.10,36852,131.202.244.5,53,17,14/04/2015 03:20:32 PM,717,1,1,34,216,34,34,34,0,216,216,216,0,348675.034867503,2789.40027894,717,0,717,717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1394.70013947,1394.70013947,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-39934-53-17,10.8.0.10,39934,131.202.244.3,53,17,14/04/2015 04:00:34 PM,796,1,1,41,449,41,41,41,0,449,449,449,0,615577.889447236,2512.5628140704,796,0,796,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1256.2814070352,1256.2814070352,41,449,177,235.5589098294,55488,0,0,0,0,0,0,0,0,1,265.5,41,449,0,0,0,0,0,0,0,20,0,224,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-52134-53-17,10.8.0.10,52134,131.202.244.3,53,17,14/04/2015 03:30:14 PM,776,1,1,34,216,34,34,34,0,216,216,216,0,322164.948453608,2577.3195876289,776,0,776,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1288.6597938144,1288.6597938144,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-4578-53-17,10.8.0.10,4578,131.202.244.5,53,17,14/04/2015 03:15:10 PM,801,1,1,34,216,34,34,34,0,216,216,216,0,312109.86267166,2496.8789013733,801,0,801,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1248.4394506867,1248.4394506867,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-209.148.205.26-34036-443-6,10.8.0.10,34036,209.148.205.26,443,6,14/04/2015 04:00:35 PM,38,1,2,0,0,0,0,0,0,0,0,0,0,0,78947.3684210526,19,8.4852813742,25,13,0,0,0,0,0,25,25,0,25,25,0,0,0,0,20,40,26315.7894736842,52631.5789473684,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1429038035176315,0,1429038035176315,1429038035176315,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-25821-53-17,10.8.0.10,25821,131.202.244.5,53,17,14/04/2015 03:13:47 PM,762,1,1,37,373,37,37,37,0,373,373,373,0,538057.742782152,2624.6719160105,762,0,762,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1312.3359580053,1312.3359580053,37,373,149,193.9896904477,37632,0,0,0,0,0,0,0,0,1,223.5,37,373,0,0,0,0,0,0,0,18,0,186,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-57400-53-17,10.8.0.10,57400,131.202.244.5,53,17,14/04/2015 03:13:47 PM,41023,1,1,33,366,33,33,33,0,366,366,366,0,9726.2511274163,48.7531384833,41023,0,41023,41023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,24.3765692416,24.3765692416,33,366,144,192.2576396401,36963,0,0,0,0,0,0,0,0,1,216,33,366,0,0,0,0,0,0,0,16,0,183,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.6.3-6444-53-17,10.8.0.10,6444,131.202.6.3,53,17,14/04/2015 03:00:37 PM,1548,1,1,34,216,34,34,34,0,216,216,216,0,161498.708010336,1291.9896640827,1548,0,1548,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,645.9948320413,645.9948320413,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-54560-53-17,10.8.0.10,54560,131.202.244.5,53,17,14/04/2015 03:04:19 PM,775,1,1,34,216,34,34,34,0,216,216,216,0,322580.64516129,2580.6451612903,775,0,775,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1290.3225806452,1290.3225806452,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-65.55.223.14-18420-40029-17,10.8.0.10,18420,65.55.223.14,40029,17,14/04/2015 03:55:12 PM,33360,1,1,41,456,41,41,41,0,456,456,456,0,14898.0815347722,59.9520383693,33360,0,33360,33360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,29.9760191847,29.9760191847,41,456,179.3333333333,239.6003617137,57408.3333333333,0,0,0,0,0,0,0,0,1,269,41,456,0,0,0,0,0,0,0,20,0,228,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-157.55.130.154-18420-40034-17,10.8.0.10,18420,157.55.130.154,40034,17,14/04/2015 03:54:01 PM,32413,1,1,43,21,43,43,43,0,21,21,21,0,1974.5163977417,61.7036374294,32413,0,32413,32413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30.8518187147,30.8518187147,21,43,35.6666666667,12.7017059222,161.3333333333,0,0,0,0,0,0,0,0,1,53.5,43,21,0,0,0,0,0,0,0,21,0,10,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-43099-53-17,10.8.0.10,43099,131.202.244.3,53,17,14/04/2015 03:37:15 PM,767,1,1,34,216,34,34,34,0,216,216,216,0,325945.241199478,2607.5619295958,767,0,767,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1303.7809647979,1303.7809647979,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-157.55.130.172-18420-40027-17,10.8.0.10,18420,157.55.130.172,40027,17,14/04/2015 03:58:11 PM,32446,1,1,144,21,144,144,144,0,21,21,21,0,5085.372619121,61.6408802318,32446,0,32446,32446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,30.8204401159,30.8204401159,21,144,103,71.0140831103,5043,0,0,0,0,0,0,0,0,1,154.5,144,21,0,0,0,0,0,0,0,72,0,10,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-11676-53-17,10.8.0.10,11676,131.202.244.3,53,17,14/04/2015 03:25:43 PM,827,1,1,34,216,34,34,34,0,216,216,216,0,302297.46070133,2418.3796856106,827,0,827,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1209.1898428053,1209.1898428053,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-14939-53-17,10.8.0.10,14939,131.202.244.5,53,17,14/04/2015 02:56:00 PM,866,1,1,34,216,34,34,34,0,216,216,216,0,288683.602771363,2309.4688221709,866,0,866,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1154.7344110855,1154.7344110855,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-7127-53-17,10.8.0.10,7127,131.202.244.5,53,17,14/04/2015 03:17:10 PM,729,1,1,34,216,34,34,34,0,216,216,216,0,342935.528120713,2743.4842249657,729,0,729,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1371.7421124829,1371.7421124829,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-4150-53-17,10.8.0.10,4150,131.202.244.5,53,17,14/04/2015 03:52:45 PM,765,1,1,34,216,34,34,34,0,216,216,216,0,326797.385620915,2614.3790849673,765,0,765,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1307.1895424837,1307.1895424837,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-22681-53-17,10.8.0.10,22681,131.202.244.3,53,17,14/04/2015 03:06:54 PM,868,1,1,34,216,34,34,34,0,216,216,216,0,288018.433179723,2304.1474654378,868,0,868,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1152.0737327189,1152.0737327189,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-31651-53-17,10.8.0.10,31651,131.202.244.3,53,17,14/04/2015 03:52:44 PM,852,1,1,34,216,34,34,34,0,216,216,216,0,293427.230046948,2347.4178403756,852,0,852,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1173.7089201878,1173.7089201878,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-19486-53-17,10.8.0.10,19486,131.202.244.3,53,17,14/04/2015 04:00:34 PM,783,1,1,30,113,30,30,30,0,113,113,113,0,182630.906768838,2554.2784163474,783,0,783,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1277.1392081737,1277.1392081737,30,113,57.6666666667,47.9200723427,2296.3333333333,0,0,0,0,0,0,0,0,1,86.5,30,113,0,0,0,0,0,0,0,15,0,56,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.5-29082-53-17,10.8.0.10,29082,131.202.244.5,53,17,14/04/2015 03:12:11 PM,47989,1,1,34,216,34,34,34,0,216,216,216,0,5209.5271833129,41.6762174665,47989,0,47989,47989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,20.8381087333,20.8381087333,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
10.8.0.10-131.202.244.3-49097-53-17,10.8.0.10,49097,131.202.244.3,53,17,14/04/2015 03:11:05 PM,930,1,1,34,216,34,34,34,0,216,216,216,0,268817.204301075,2150.5376344086,930,0,930,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1075.2688172043,1075.2688172043,34,216,94.6666666667,105.0777489925,11041.3333333333,0,0,0,0,0,0,0,0,1,142,34,216,0,0,0,0,0,0,0,17,0,108,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Audio-Streaming
